geometria,azimute,veneziana,componente,absortancia,vidro,open_fac,sombreamento,paf
0.6324501695008212,0.9338295416510171,0.9180793972329565,0.06625285066055314,0.26757109081519564,0.8087686804271619,0.4925699480842226,0.7155406064947876,0.4537888669829811
0.3876323361835708,0.7867382171695786,0.9838714388067268,0.2287890637848492,0.21754474870881882,0.6086809525635929,0.1095363514890027,0.835331598470171,0.05866937295849835
0.2372402108605094,0.19136840372689126,0.01221346771984319,0.5139971861439083,0.4000578459945988,0.7533307929215268,0.16510915791793332,0.9741911941636225,0.16776864091217422
0.9579512640431619,0.7804609564712885,0.57154759694811,0.22099263580744588,0.14509414862029257,0.4560029706503449,0.8663408768821538,0.22903673308821385,0.5916278980626178
0.7402975603795077,0.018605459403116524,0.22753814319157945,0.5190112181764557,0.8311388580473453,0.4313484595866732,0.22443911295564645,0.9572652840131937,0.4561112549133873
0.5937259367751957,0.8825938028823112,0.030216530805172698,0.043826510622161356,0.9565838931395793,0.11150887055190854,0.18784679879799426,0.945881664544358,0.8461380903001299
0.5516898042377657,0.5821144573762344,0.6201633432434517,0.4453391211228615,0.2196788673176054,0.826949753640366,0.1309400787686285,0.6193094795172684,0.981743278321455
0.45165961037967506,0.031145601718025866,0.11412874616821456,0.6149003388163832,0.21677744834584328,0.04008555206463365,0.974721610840376,0.20819121965257456,0.6622276694928148
0.2134725562367694,0.20170622103623562,0.2823835746010736,0.9844107634284364,0.8727422472717241,0.6566710004206575,0.5165496852487393,0.4908324572693207,0.5601038323245723
0.42124486336849115,0.5777585856923253,0.23062184014554107,0.8179208265111128,0.05406313091309575,0.38720682273391743,0.43728004188790126,0.4167767409106556,0.500147732850425
0.520675421482448,0.6325362792224669,0.6009541438104161,0.7940406168050812,0.8818881454644114,0.7882613813046229,0.40784084045781205,0.879234846677781,0.29154769931919017
0.6949928158219668,0.8748899033004194,0.8166922511333006,0.6560430364454015,0.9596876883094739,0.5777491702338954,0.9613030390356168,0.7077915489860104,0.010517264255998882
0.34510307160380255,0.4803113859105446,0.4093564837714474,0.8014867592393816,0.19144121206648873,0.8360093342544103,0.4069786357723906,0.5355661768775796,0.9961812855274855
0.45242126741418787,0.6058907834644026,0.3847066240256791,0.24744130452088722,0.10905826346152676,0.24683805645868653,0.6433069561014765,0.7657294129387484,0.29638609440365304
0.02860962724527621,0.47931487418460794,0.8246216442539571,0.41936312595061126,0.1251328867640002,0.4039329215239164,0.07862299297216736,0.31038281076609686,0.5640801677503701
0.4019747138093852,0.43660594434762645,0.2649693166852359,0.7281298250771014,0.0749469782727601,0.7709564533349851,0.7521619055449112,0.8700953080596676,0.2624434496746948
0.5755933815156341,0.97976288395841,0.38292903757949454,0.8221082909715137,0.30531477210136176,0.26229873843037527,0.33892131330840114,0.5330372949812224,0.3110710685625304
0.48031413272683243,0.3180150010182663,0.36742243754940773,0.775730144926618,0.13626928149945647,0.3514141035643076,0.7742456370712613,0.467558266140423,0.4676173735794381
0.277569343411758,0.3230054691003951,0.3871958951367863,0.43520076916730005,0.8983394706288428,0.4902099018005413,0.6888804997238821,0.13162552016786092,0.051942523528832295
0.761098514549284,0.6288127996033598,0.6524574470855696,0.0877893950152181,0.012604775717668444,0.8662727475630924,0.5684811625165854,0.21344120661312155,0.5175915371990353
0.9970865613087275,0.09566418714002722,0.34750222312887935,0.5599352218126026,0.061245872429137066,0.8117808753087924,0.826063115329022,0.5152218969914988,0.041236987763880406
0.2390636684390741,0.9695031163077461,0.6037952066307619,0.18193852510456254,0.43205928728084725,0.040858042862016906,0.25513609224307093,0.13624946255940987,0.35946244381423537
0.6486466497545266,0.6129229225332479,0.7405379008840114,0.7517228952479591,0.8426098754859018,0.9588264402225182,0.29601349403023747,0.3115395973261038,0.23458254848435922
0.37666840172298777,0.954374320927618,0.15024967207439713,0.5699896379158588,0.17919697726396203,0.26600265686670677,0.6613026911860564,0.14588042967022752,0.017641955448275282
0.7219036459107733,0.7047790558342317,0.4627341587755235,0.9487858378816378,0.8563675254802573,0.6074455409348112,0.6113716466423421,0.4725399357480768,0.545758237766883
0.6387055505086737,0.8224615452797823,0.05231685738307195,0.9068397744127804,0.12793422120588455,0.034461993058928476,0.9864850309993362,0.7236580391694988,0.053375633469581026
0.9437795478273128,0.864860957524027,0.2722586513404612,0.5020183526310197,0.002642670497949122,0.7221156875147278,0.04283085998808186,0.6885926280996283,0.5497236164391397
0.27558802334857035,0.1565418644409918,0.0953021351941602,0.7123911897166569,0.09643927235051497,0.9542643269738339,0.4313242582159911,0.1546315868342748,0.7513140419816234
0.9854270437352571,0.19538442437038298,0.06160045022862235,0.2747317125480636,0.8055644346437304,0.024753056433257925,0.7200639675462908,0.09113810538103934,0.27427294882088876
0.2062996649775234,0.5471873254633354,0.9046016370408388,0.18473590220910036,0.978539742510971,0.04301705039272732,0.11690310824456597,0.10242754182466744,0.8487678014500347
0.284223856618484,0.5490380108768977,0.8455619554410561,0.8272791603697339,0.6427135166688712,0.2990464793960176,0.892763732244939,0.705836979688427,0.06918443322306295
0.5867849340280267,0.8000907217654476,0.653825050764549,0.6536502173077084,0.29040311415977205,0.9276493302637961,0.03457705897618697,0.22075785436965295,0.841654502382419
0.3109011619995563,0.03333869358397434,0.5630732557055965,0.666953443113268,0.24946283820299228,0.31129121388300207,0.3382882642102197,0.05757500396546245,0.6856862035705042
0.26432572592217357,0.6097547674001684,0.9985967455155758,0.3715509693767831,0.7226588450214259,0.44090987491536204,0.0666137954599886,0.24089058733206012,0.8283546527538186
0.46603004747832194,0.8971411592020522,0.24609558406336476,0.7161532979029592,0.6753825918943875,0.3976805532617814,0.5012892371947534,0.8335474861857501,0.5563534329354971
0.9892116206679525,0.8494086400292691,0.7866414470795787,0.2656592904415644,0.12942374074660087,0.6376414186646874,0.435167916135924,0.01317591716379267,0.558342507891207
0.49716491905142524,0.909918416514464,0.026567596061425655,0.6962214725543366,0.07242013709110827,0.05476245192053793,0.18140026553004168,0.18815809902632566,0.11428590469071331
0.5369231498500389,0.2611268288281641,0.5141162192006729,0.06938279533629578,0.8379536411231667,0.3646452579171895,0.723333020395136,0.8295956874803182,0.2793627635427775
0.06156663182634834,0.22145671069623662,0.5591720604305443,0.09294068707614374,0.8423787075436485,0.09647893250679024,0.6216747317828862,0.0027102393197698743,0.40521428145199123
0.4241855645798058,0.599527925541291,0.5039431714212491,0.9126490118946712,0.830260173984261,0.13907702081886333,0.7548356266056877,0.6421344118605014,0.04303857868760405
0.8910122463662032,0.450251546694428,0.7995435069768427,0.2578300582289032,0.8090757045277738,0.08907529395461146,0.4352693173023392,0.7453774267908355,0.9691752124891032
0.04825459524042608,0.03475402941260637,0.2522803717226817,0.8794613157978164,0.21192270085880552,0.027982602224350665,0.7407717724367797,0.3346078586154253,0.8203560615133477
0.8788897118625806,0.29918458420192906,0.7805850150502278,0.018690351754652442,0.06009317230522656,0.7254106995216381,0.878709056584817,0.6984096051599715,0.10458591630718302
0.7421240977263077,0.4214553486958327,0.2559183166718688,0.3576095085461239,0.4644227675340344,0.8088272368231734,0.4789032229768803,0.512067430088959,0.2482572937853415
0.6185831283296349,0.37013821870543756,0.4040398747879142,0.418498629757008,0.739764488943963,0.3819678872368795,0.9520401507500921,0.6487735482814101,0.7920599064502539
0.47965460626886486,0.6278998488306677,0.480103847629907,0.4085464057204562,0.7306554662325315,0.541661529694852,0.7155546161896644,0.6353412449512456,0.9858795142364544
0.3161123253451863,0.5788840932647292,0.421857091229925,0.18256536476779678,0.991932353547649,0.8874070502727336,0.7408550336772196,0.995205379831851,0.4594355652151448
0.19323618065432174,0.42543754419610896,0.691934461147377,0.1212855154834868,0.3114291836098161,0.8811334230334961,0.7450613165386574,0.017013157204585037,0.5960962706429325
